id,observed_on_string,observed_on,scientific_name,common_name,observed_in
52848830,2014/06/02 2:53 PM UTC,2014-06-02,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
52848835,2014/06/02 2:55 PM UTC,2014-06-02,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
52848849,2014/06/02 7:07 PM UTC,2014-06-02,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
52848850,2014/06/02 7:06 PM UTC,2014-06-02,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
52848858,2014/06/02 7:07 PM UTC,2014-06-02,Zenaida macroura,Mourning Dove,Joshua Tree National Park
52848861,2014/06/02 7:07 PM UTC,2014-06-02,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
52848866,2014/06/02 7:16 PM UTC,2014-06-02,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
52848870,2014/06/02 7:18 PM UTC,2014-06-02,Haemorhous mexicanus,House Finch,Joshua Tree National Park
52852137,2014/06/03 6:01 AM UTC,2014-06-03,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
52852138,2014/06/03 6:04 AM UTC,2014-06-03,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
53233480,2020/05/25 2:41 PM PDT,2020-05-25,Toxostoma lecontei,LeConte's Thrasher,Joshua Tree National Park
53311563,Thu Jul 16 2020 16:06:57 GMT-0700 (PDT),2020-07-16,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
53425196,2020/07/17 1:19 PM PDT,2020-07-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
53425206,2020/07/17 2:33 PM PDT,2020-07-17,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
53913907,2020/07/10 6:39 PM EDT,2020-07-10,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
55662240,Thu Aug 06 2020 08:26:32 GMT-0700 (PDT),2020-08-06,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
55663254,Thu Aug 06 2020 09:19:47 GMT-0700 (PDT),2020-08-06,Cathartes aura,Turkey Vulture,Joshua Tree National Park
55758756,2016-07-29 13:41:31,2016-07-29,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
55769425,2020-08-07 8:36:53 AM PDT,2020-08-07,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
55769456,2020-08-07 8:40:16 AM PDT,2020-08-07,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
56102393,2020/08/08 11:13 AM CDT,2020-08-08,Haemorhous mexicanus,House Finch,Joshua Tree National Park
56102394,2020/08/08 11:14 AM CDT,2020-08-08,Zenaida macroura,Mourning Dove,Joshua Tree National Park
56102395,2020/08/08 11:17 AM CDT,2020-08-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
56102397,2020/08/08 11:19 AM CDT,2020-08-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
56102398,2020/08/08 11:56 AM CDT,2020-08-08,Melozone crissalis,California Towhee,Joshua Tree National Park
56102405,2020/08/08 12:13 PM CDT,2020-08-08,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
56102406,2020/08/08 12:12 PM CDT,2020-08-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
56102408,2020/08/08 12:15 PM CDT,2020-08-08,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
56357828,Thu Aug 13 2020 07:32:27 GMT-0700 (PDT),2020-08-13,Setophaga occidentalis,Hermit Warbler,Joshua Tree National Park
56383577,2020/03/11 10:12 AM PDT,2020-03-11,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
56383578,2020/03/11 10:20 AM PDT,2020-03-11,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
56383579,2020/03/11 12:36 PM PDT,2020-03-11,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
56594899,2020-08-11 12:41:35 PM PDT,2020-08-11,Pheucticus melanocephalus,Black-headed Grosbeak,Joshua Tree National Park
56671840,2020-08-11 9:30:00 AM PDT,2020-08-11,Recurvirostra americana,American Avocet,Joshua Tree National Park
56995823,Sat May 09 2020 07:56:29 GMT-0700 (PDT),2020-05-09,Cardellina pusilla,Wilson's Warbler,Joshua Tree National Park
57078804,2020/08/08 4:40 PM PDT,2020-08-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
57136040,2019-10-30 12:25:01 PM PDT,2019-10-30,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
57680375,2010/03/12 1:19 AM CET,2010-03-12,Aeronautes saxatalis,White-throated Swift,Joshua Tree National Park
57680378,2010/03/12 1:32 AM CET,2010-03-12,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
57680379,2010/03/12 4:21 PM CET,2010-03-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
57680381,2010/03/12 4:23 PM CET,2010-03-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
57680384,2010/03/12 5:03 PM CET,2010-03-12,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
57680386,2010/03/12 8:01 PM CET,2010-03-12,Phainopepla nitens,Phainopepla,Joshua Tree National Park
57680388,2010/03/12 8:27 PM CET,2010-03-12,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
57680397,2010/03/12 8:54 PM CET,2010-03-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
57680399,2010/03/12 9:02 PM CET,2010-03-12,Phainopepla nitens,Phainopepla,Joshua Tree National Park
57680400,2010/03/12 9:10 PM CET,2010-03-12,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
57691630,2017/08/23 12:51 PM PDT,2017-08-23,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
57695689,2012/03/31 1:25 AM AEDT,2012-03-31,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
57697491,2012/03/31 2:32 AM AEDT,2012-03-31,Baeolophus inornatus,Oak Titmouse,Joshua Tree National Park
57698553,2012/03/31 2:35 AM AEDT,2012-03-31,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
57699825,2012/03/31 3:50 AM AEDT,2012-03-31,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
57702060,2012/03/31 3:53 AM AEDT,2012-03-31,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
57705792,2012/03/31 4:52 AM AEDT,2012-03-31,Pipilo maculatus,Spotted Towhee,Joshua Tree National Park
57877107,Fri Aug 28 2020 08:08:53 GMT-0700 (PDT),2020-08-28,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
58366181,2020/06/17 2:19 PM PDT,2020-06-17,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
58376392,Sun Aug 23 2020 07:28:56 GMT-0700 (PDT),2020-08-23,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
58485115,2020/08/11 4:33 PM UTC,2020-08-11,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
58485118,2020/08/12 7:26 PM UTC,2020-08-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
58485141,2020/08/12 7:26 PM UTC,2020-08-12,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
58686199,2020/08/13 7:32 AM UTC,2020-08-13,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
58903606,2020/09/01 10:49 AM PDT,2020-09-01,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
59179520,Thu Sep 10 2020 07:18:18 GMT-0700 (PDT),2020-09-10,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
59187758,2020/09/10 9:03 AM PDT,2020-09-10,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
59187760,2020/09/10 11:30 AM PDT,2020-09-10,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
59187802,2020/09/10 12:36 PM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59241520,2020/09/10 11:26 AM PDT,2020-09-10,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
59241524,2020/09/10 11:32 AM PDT,2020-09-10,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
59241528,2020/09/10 11:53 AM PDT,2020-09-10,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
59241531,2020/09/10 12:01 PM PDT,2020-09-10,Sayornis saya,Say's Phoebe,Joshua Tree National Park
59241533,2020/09/10 12:03 PM PDT,2020-09-10,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
59241536,2020/09/10 12:05 PM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59241540,2020/09/10 12:16 PM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59241541,2020/09/10 12:16 PM PDT,2020-09-10,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
59241542,2020/09/10 12:19 PM PDT,2020-09-10,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
59241546,2020/09/10 12:29 PM PDT,2020-09-10,Sayornis saya,Say's Phoebe,Joshua Tree National Park
59241549,2020/09/10 2:14 PM PDT,2020-09-10,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
59241553,2020/09/10 2:48 PM PDT,2020-09-10,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
59241555,2020/09/10 11:32 AM PDT,2020-09-10,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
59242135,2020/09/10 12:06 PM PDT,2020-09-10,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
59250569,2020/09/10 9:03 AM PDT,2020-09-10,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
59250570,2020/09/10 9:06 AM PDT,2020-09-10,Astur cooperii,Cooper's Hawk,Joshua Tree National Park
59250571,2020/09/10 9:07 AM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59250573,2020/09/10 9:09 AM PDT,2020-09-10,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
59250577,2020/09/10 9:42 AM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59250584,2020/09/10 10:29 AM PDT,2020-09-10,Buteo swainsoni,Swainson's Hawk,Joshua Tree National Park
59250593,2020/09/10 11:31 AM PDT,2020-09-10,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
59250594,2020/09/10 11:43 AM PDT,2020-09-10,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
59250600,2020/09/10 12:29 PM PDT,2020-09-10,Polioptila caerulea,Blue-gray Gnatcatcher,Joshua Tree National Park
59250601,2020/09/10 12:36 PM PDT,2020-09-10,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
59250602,2020/09/10 12:37 PM PDT,2020-09-10,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
59370003,Thu Sep 10 2020 07:34:02 GMT-0700 (PDT),2020-09-10,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
59405518,Sat Sep 12 2020 17:55:00 GMT-0700 (PDT),2020-09-12,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
59634034,2020/09/12 6:33 PM CST,2020-09-12,Setophaga coronata,Yellow-rumped Warbler,Joshua Tree National Park
59726412,2020/09/08 1:08 PM PDT,2020-09-08,Cathartes aura,Turkey Vulture,Joshua Tree National Park
59726469,2020/09/08 1:07 PM PDT,2020-09-08,Icterus bullockii,Bullock's Oriole,Joshua Tree National Park
59726641,2020/09/08 1:14 PM PDT,2020-09-08,Cathartes aura,Turkey Vulture,Joshua Tree National Park
59727089,2020/09/08 1:43 PM PDT,2020-09-08,Sayornis saya,Say's Phoebe,Joshua Tree National Park
59727144,2020/09/08 1:43 PM PDT,2020-09-08,Setophaga petechia,Yellow Warbler,Joshua Tree National Park
59727274,2020/09/08 1:44 PM PDT,2020-09-08,Setophaga coronata,Yellow-rumped Warbler,Joshua Tree National Park
59727314,2020/09/08 1:45 PM PDT,2020-09-08,Cardellina pusilla,Wilson's Warbler,Joshua Tree National Park
59727369,2020/09/08 1:50 PM PDT,2020-09-08,Sayornis nigricans,Black Phoebe,Joshua Tree National Park
59727423,2020/09/08 2:00 PM PDT,2020-09-08,Molothrus ater,Brown-headed Cowbird,Joshua Tree National Park
59727538,2020/09/08 3:04 PM PDT,2020-09-08,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
59728480,2020/09/08 4:27 PM PDT,2020-09-08,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
59728972,2020/09/08 5:26 PM PDT,2020-09-08,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
59733804,2020/09/15 11:47 AM PDT,2020-09-15,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
59733807,2020/09/15 11:53 AM PDT,2020-09-15,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
59733809,2020/09/15 11:54 AM PDT,2020-09-15,Polioptila caerulea,Blue-gray Gnatcatcher,Joshua Tree National Park
59733810,2020/09/15 12:13 PM PDT,2020-09-15,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
59742848,2020-09-15 5:33:10 PM PDT,2020-09-15,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
60036485,Fri Sep 18 2020 08:18:03 GMT-0700 (PDT),2020-09-18,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
60199867,2020/09/17 10:52 AM PDT,2020-09-17,Cathartes aura,Turkey Vulture,Joshua Tree National Park
60200019,2020/09/17 11:24 AM PDT,2020-09-17,Corvus corax,Common Raven,Joshua Tree National Park
60200043,2020/09/17 11:46 AM PDT,2020-09-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
60200060,2020/09/17 1:07 PM PDT,2020-09-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
60200065,2020/09/17 1:10 PM PDT,2020-09-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
60200081,2020/09/17 1:55 PM PDT,2020-09-17,Sayornis nigricans,Black Phoebe,Joshua Tree National Park
60246253,2020/09/20 10:05 AM PDT,2020-09-20,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
60577649,Wed Sep 23 2020 19:16:57 GMT-0700 (PDT),2020-09-23,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
60580918,2016/04/23 11:45 AM PDT,2016-04-23,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
60580940,2016/04/23 12:17 PM PDT,2016-04-23,Phainopepla nitens,Phainopepla,Joshua Tree National Park
60581099,2016/04/23 12:42 PM PDT,2016-04-23,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
60581122,2016/04/23 1:01 PM PDT,2016-04-23,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
60581640,2016/04/23 5:40 PM PDT,2016-04-23,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
60669203,Thu Sep 24 2020 17:48:14 GMT-0700 (PDT),2020-09-24,Astur cooperii,Cooper's Hawk,Joshua Tree National Park
60774469,2020/09/25 1:22 PM PDT,2020-09-25,Gymnorhinus cyanocephalus,Pinyon Jay,Joshua Tree National Park
60774471,2020/09/25 8:52 AM PDT,2020-09-25,Astur cooperii,Cooper's Hawk,Joshua Tree National Park
60774473,2020/09/25 12:41 PM PDT,2020-09-25,Setophaga townsendi,Townsend's Warbler,Joshua Tree National Park
60843148,2020/09/24 10:08 AM PDT,2020-09-24,Phainopepla nitens,Phainopepla,Joshua Tree National Park
60843149,2020/09/24 10:20 AM PDT,2020-09-24,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
60876948,Fri Sep 25 2020 06:48:11 GMT-0700 (PDT),2020-09-25,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
60892935,Sat Sep 26 2020 08:54:36 GMT-0700 (PDT),2020-09-26,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
61016539,Sat Sep 26 2020 07:20:27 GMT-0700 (PDT),2020-09-26,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
61341522,Thu Sep 24 2020 10:08:58 GMT-0700 (PDT),2020-09-24,Phainopepla nitens,Phainopepla,Joshua Tree National Park
61347070,Wed Sep 30 2020 16:01:07 GMT-0700 (PDT),2020-09-30,Bubo virginianus,Great Horned Owl,Joshua Tree National Park
61439396,2018/01/30 11:42 AM UTC,2018-01-30,Phainopepla nitens,Phainopepla,Joshua Tree National Park
61439405,2018/01/30 1:25 PM UTC,2018-01-30,Falco sparverius,American Kestrel,Joshua Tree National Park
61439412,2018/01/30 2:12 PM UTC,2018-01-30,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
61439421,2018/01/30 4:12 PM UTC,2018-01-30,Phainopepla nitens,Phainopepla,Joshua Tree National Park
61439422,2018/01/30 4:20 PM UTC,2018-01-30,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
61439423,2018/01/30 4:40 PM UTC,2018-01-30,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
61439425,2018/01/30 4:45 PM UTC,2018-01-30,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
61439426,2018/01/30 4:51 PM UTC,2018-01-30,Phainopepla nitens,Phainopepla,Joshua Tree National Park
61439427,2018/01/30 4:46 PM UTC,2018-01-30,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
61440974,2020-10-01 9:21:12 AM PDT,2020-10-01,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
61443829,2018/10/03 12:11 PM UTC,2018-10-03,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
61443831,2018/10/03 3:24 PM UTC,2018-10-03,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
61443832,2018/10/03 2:04 PM UTC,2018-10-03,Spinus psaltria,Lesser Goldfinch,Joshua Tree National Park
61443833,2018/10/03 2:04 PM UTC,2018-10-03,Selasphorus,"Rufous, Allen's, and Allied Hummingbirds",Joshua Tree National Park
61443848,2018/04/04 1:05 PM UTC,2018-04-04,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
61443851,2018/04/04 1:17 PM UTC,2018-04-04,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
61443852,2018/04/04 2:48 PM UTC,2018-04-04,Corvus corax,Common Raven,Joshua Tree National Park
61445834,2019/03/20 12:33 PM UTC,2019-03-20,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
61467436,2020-10-01 9:41:38 AM PDT,2020-10-01,Cathartes aura,Turkey Vulture,Joshua Tree National Park
61602976,2020/10/03 7:02 AM MST,2020-10-03,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
61604021,2020/10/03 7:05 AM MST,2020-10-03,Haemorhous mexicanus,House Finch,Joshua Tree National Park
61604022,2020/10/03 7:05 AM MST,2020-10-03,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
61604025,2020/10/03 7:31 AM MST,2020-10-03,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
61607832,2020/09/25 8:52 AM UTC,2020-09-25,Astur cooperii,Cooper's Hawk,Joshua Tree National Park
61609217,2020/09/25 12:41 PM UTC,2020-09-25,Setophaga townsendi,Townsend's Warbler,Joshua Tree National Park
61679450,2020/10/04 6:48 AM MST,2020-10-04,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
61679451,2020/10/04 6:57 AM MST,2020-10-04,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
61679452,2020/10/04 7:49 AM MST,2020-10-04,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
61679456,2020/10/04 7:51 AM MST,2020-10-04,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
61682357,2020-10-02 20:00:39-07:00,2020-10-02,Leiothlypis celata,Orange-crowned Warbler,Joshua Tree National Park
61700895,2019-06-08 12:43:25 PM PDT,2019-06-08,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
61980486,2017/09/17 11:25 PM CEST,2017-09-17,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
61980490,2017/09/17 11:06 PM CEST,2017-09-17,Pandion haliaetus,Osprey,Joshua Tree National Park
61980492,2017/09/18 4:35 PM CEST,2017-09-18,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
62062415,2020/10/08 10:54 AM PDT,2020-10-08,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
62062418,2020/10/08 8:37 AM PDT,2020-10-08,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
62067959,2020/10/08 12:03 PM PDT,2020-10-08,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
62068270,2020/10/08 11:21 AM PDT,2020-10-08,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
62068581,2020/10/08 10:53 AM PDT,2020-10-08,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
62068904,2020/10/08 10:12 AM PDT,2020-10-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
62069496,2020/10/08 9:18 AM PDT,2020-10-08,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
62069683,2020/10/08 8:40 AM PDT,2020-10-08,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
62085570,2020/10/08 9:33 AM PDT,2020-10-08,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
62086238,2020/10/08 9:53 AM PDT,2020-10-08,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
62086895,2020/10/08 8:38 PM PDT,2020-10-08,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
62087689,2020/10/08 8:51 PM PDT,2020-10-08,Setophaga coronata,Yellow-rumped Warbler,Joshua Tree National Park
62513123,Tue Oct 13 2020 10:16:30 GMT-0700 (PDT),2020-10-13,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
