id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name
13791322,2015/05/16 9:06 AM PDT,2015-05-16,2015-05-16 16:06:00 +0000,Amphispiza bilineata,Black-throated Sparrow
13792008,2015/05/16 10:41 AM PDT,2015-05-16,2015-05-16 17:41:00 +0000,Amphispiza bilineata,Black-throated Sparrow
13929938,2018/04/21 12:21 PM UTC,2018-04-21,2018-04-21 12:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
13930430,2018/04/21 12:48 PM UTC,2018-04-21,2018-04-21 12:48:00 +0000,Callipepla gambelii,Gambel's Quail
13935157,2018/06/26 8:59 AM PDT,2018-06-26,2018-06-26 15:59:00 +0000,Catherpes mexicanus,Canyon Wren
14024658,2018/01/05 9:12 PM PST,2018-01-05,2018-01-06 05:12:00 +0000,Artemisiospiza nevadensis,Sagebrush Sparrow
14024659,2018/01/05 9:13 PM PST,2018-01-05,2018-01-06 05:13:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14103338,2018/06/21 8:05 AM CDT,2018-06-21,2018-06-21 13:05:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14103339,2018/06/21 8:20 AM CDT,2018-06-21,2018-06-21 13:20:00 +0000,Corvus corax,Common Raven
14103340,2018/06/21 11:08 AM CDT,2018-06-21,2018-06-21 16:08:00 +0000,Aphelocoma californica,California Scrub-Jay
14103364,2018/06/21 12:25 PM CDT,2018-06-21,2018-06-21 17:25:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14103380,2018/06/21 1:06 PM CDT,2018-06-21,2018-06-21 18:06:00 +0000,Polioptila caerulea,Blue-gray Gnatcatcher
14103386,2018/06/21 1:25 PM CDT,2018-06-21,2018-06-21 18:25:00 +0000,Icterus parisorum,Scott's Oriole
14277963,2018/07/06 1:50 PM EDT,2018-07-06,2018-07-06 17:50:00 +0000,Toxostoma lecontei,LeConte's Thrasher
14407582,2018/06/30 10:10 AM PDT,2018-06-30,2018-06-30 17:10:00 +0000,Aphelocoma californica,California Scrub-Jay
14409338,2018/06/30 10:18 AM PDT,2018-06-30,2018-06-30 17:18:00 +0000,Zenaida macroura,Mourning Dove
14418396,2018/06/30 10:18 AM PDT,2018-06-30,2018-06-30 17:18:00 +0000,Callipepla gambelii,Gambel's Quail
14536746,2018/06/30 10:18 AM PDT,2018-06-30,2018-06-30 17:18:00 +0000,Auriparus flaviceps,Verdin
14633619,2018/07/02 9:01 AM PDT,2018-07-02,2018-07-02 16:01:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14641172,2018/07/02 11:16 AM PDT,2018-07-02,2018-07-02 18:16:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
14702218,2018/07/02 11:16 AM PDT,2018-07-02,2018-07-02 18:16:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
14702317,2018/07/02 11:16 AM PDT,2018-07-02,2018-07-02 18:16:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
14852214,2009/02/16 9:43 AM PST,2009-02-16,2009-02-16 17:43:00 +0000,Toxostoma redivivum,California Thrasher
14856939,2017/03/06 3:46 PM EST,2017-03-06,2017-03-06 20:46:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14856941,2017/03/06 3:47 PM EST,2017-03-06,2017-03-06 20:47:00 +0000,Amphispiza bilineata,Black-throated Sparrow
14893717,2018/07/19 9:57 AM PDT,2018-07-19,2018-07-19 16:57:00 +0000,Lanius ludovicianus,Loggerhead Shrike
14893863,2018/07/19 10:10 AM PDT,2018-07-19,2018-07-19 17:10:00 +0000,Corvus corax,Common Raven
15097014,Thu Jul 12 2018 21:36:05 GMT-0700 (MST),2018-07-12,2018-07-13 03:36:05 +0000,Dryobates scalaris,Ladder-backed Woodpecker
15099203,Thu Jul 12 2018 18:25:38 GMT-0700 (MST),2018-07-12,2018-07-13 00:25:38 +0000,Campylorhynchus brunneicapillus,Cactus Wren
16007628,2018-08-02 9:51:09 AM PDT,2018-08-02,2018-08-02 16:51:09 +0000,Geococcyx californianus,Greater Roadrunner
16168254,Fri Dec 29 2017 13:17:44 GMT-0500 (EST),2017-12-29,2017-12-29 18:17:44 +0000,Calypte anna,Anna's Hummingbird
16251042,Sat Apr 07 2018 09:58:31 GMT-0700 (PDT),2018-04-07,2018-04-07 16:58:31 +0000,Icterus parisorum,Scott's Oriole
16251055,Sat Apr 07 2018 10:20:53 GMT-0700 (PDT),2018-04-07,2018-04-07 17:20:53 +0000,Campylorhynchus brunneicapillus,Cactus Wren
16251064,Sat Apr 07 2018 10:29:24 GMT-0700 (PDT),2018-04-07,2018-04-07 17:29:24 +0000,Falco sparverius,American Kestrel
16251071,Sat Apr 07 2018 10:49:12 GMT-0700 (PDT),2018-04-07,2018-04-07 17:49:12 +0000,Toxostoma redivivum,California Thrasher
16347002,2018/08/26 3:39 PM PDT,2018-08-26,2018-08-26 22:39:00 +0000,Buteo jamaicensis,Red-tailed Hawk
16347009,2018/08/26 1:24 PM PDT,2018-08-26,2018-08-26 20:24:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
16659109,2014/05/25 1:50 PM PDT,2014-05-25,2014-05-25 20:50:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
16675703,2018/06/24 5:45 PM PDT,2018-06-24,2018-06-25 00:45:00 +0000,Aphelocoma californica,California Scrub-Jay
16856703,Sat Sep 22 2018 08:31:09 GMT-0700 (PDT),2018-09-22,2018-09-22 15:31:09 +0000,Amphispiza bilineata,Black-throated Sparrow
17177009,2016/12/14 9:23 AM MST,2016-12-14,2016-12-14 16:23:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
17177013,2016/12/14 12:22 PM MST,2016-12-14,2016-12-14 19:22:00 +0000,Phainopepla nitens,Phainopepla
17272022,2018-10-06 1:19:41 PM PDT,2018-10-06,2018-10-06 20:19:41 +0000,Salpinctes obsoletus,Rock Wren
17486711,2017/04/16 3:01 AM MST,2017-04-16,2017-04-16 09:01:00 +0000,Corvus corax,Common Raven
17641104,Fri Oct 12 2018 10:48:29 GMT-0500 (CDT),2018-10-12,2018-10-12 15:48:29 +0000,Campylorhynchus brunneicapillus,Cactus Wren
17641154,Sat Oct 13 2018 18:53:52 GMT-0500 (CDT),2018-10-13,2018-10-13 23:53:52 +0000,Junco hyemalis,Dark-eyed Junco
17692320,Sat Oct 20 2018 15:11:45 GMT-0700 (PDT),2018-10-20,2018-10-20 22:11:45 +0000,Geococcyx californianus,Greater Roadrunner
17841128,2009/05/31,2009-05-31,,Callipepla gambelii,Gambel's Quail
17841705,2009/05/31,2009-05-31,,Salpinctes obsoletus,Rock Wren
17883208,2009/06/21,2009-06-21,,Amphispiza bilineata,Black-throated Sparrow
17911015,2018/09/27 10:04 AM PDT,2018-09-27,2018-09-27 17:04:00 +0000,Salpinctes obsoletus,Rock Wren
17927388,Sun Oct 28 2018 15:12:13 GMT-0700 (PDT),2018-10-28,2018-10-28 22:12:13 +0000,Geococcyx californianus,Greater Roadrunner
18086616,Sat Jul 21 2018 17:23:16 GMT+0200 (GMT+2),2018-07-21,2018-07-21 15:23:16 +0000,Aphelocoma californica,California Scrub-Jay
18279093,2018/05/09 8:37 AM PDT,2018-05-09,2018-05-09 15:37:00 +0000,Callipepla gambelii,Gambel's Quail
18394931,2016/03/03 2:58 PM EST,2016-03-03,2016-03-03 19:58:00 +0000,Alectoris chukar,Chukar
18397433,2018/10/29 1:55 PM PDT,2018-10-29,2018-10-29 20:55:00 +0000,Amphispiza bilineata,Black-throated Sparrow
18530960,2018/11/15 9:34 AM PST,2018-11-15,2018-11-15 17:34:00 +0000,Corvus corax,Common Raven
18530964,2018/11/15 10:45 AM PST,2018-11-15,2018-11-15 18:45:00 +0000,Corvus corax,Common Raven
18530965,2018/11/15 11:38 AM PST,2018-11-15,2018-11-15 19:38:00 +0000,Phainopepla nitens,Phainopepla
18530966,2018/11/15 11:50 AM PST,2018-11-15,2018-11-15 19:50:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
18530967,2018/11/15 12:25 PM PST,2018-11-15,2018-11-15 20:25:00 +0000,Amphispiza bilineata,Black-throated Sparrow
18540987,2016/03/11 5:04 PM EST,2016-03-11,2016-03-11 22:04:00 +0000,Amphispiza bilineata,Black-throated Sparrow
18540989,2016/03/11 3:32 PM EST,2016-03-11,2016-03-11 20:32:00 +0000,Phainopepla nitens,Phainopepla
18540990,2016/03/11 3:25 PM EST,2016-03-11,2016-03-11 20:25:00 +0000,Amphispiza bilineata,Black-throated Sparrow
18541008,2016/03/10 8:13 PM EST,2016-03-10,2016-03-11 01:13:00 +0000,Lanius ludovicianus,Loggerhead Shrike
18562233,2018/11/02 4:24 PM PDT,2018-11-02,2018-11-02 23:24:00 +0000,Aphelocoma californica,California Scrub-Jay
18562754,2018/11/02 3:32 PM PDT,2018-11-02,2018-11-02 22:32:00 +0000,Aphelocoma californica,California Scrub-Jay
18562755,2018/11/02 3:39 PM PDT,2018-11-02,2018-11-02 22:39:00 +0000,Falco sparverius,American Kestrel
18562864,2018/11/02 2:50 PM PDT,2018-11-02,2018-11-02 21:50:00 +0000,Aphelocoma californica,California Scrub-Jay
18797597,2018/10/08 10:23 AM NZDT,2018-10-08,2018-10-07 21:23:00 +0000,Junco hyemalis,Dark-eyed Junco
18807392,2018/10/09 9:27 AM NZDT,2018-10-09,2018-10-08 20:27:00 +0000,Aphelocoma californica,California Scrub-Jay
18807393,2018/10/09 9:49 AM NZDT,2018-10-09,2018-10-08 20:49:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
18807395,2018/10/09 10:42 AM NZDT,2018-10-09,2018-10-08 21:42:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
19059515,2018-12-15 9:55:00 AM PST,2018-12-15,2018-12-15 17:55:00 +0000,Junco hyemalis,Dark-eyed Junco
19059604,2018-12-15 9:55:00 AM PST,2018-12-15,2018-12-15 17:55:00 +0000,Salpinctes obsoletus,Rock Wren
19130057,2018-12-20 11:36:43 AM PST,2018-12-20,2018-12-20 19:36:43 +0000,Phainopepla nitens,Phainopepla
19130063,2018-12-20 4:02:17 PM PST,2018-12-20,2018-12-21 00:02:17 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19153291,Fri Dec 21 2018 16:25:48 GMT-0700 (MST),2018-12-21,2018-12-21 23:25:48 +0000,Phainopepla nitens,Phainopepla
19159616,2018/11/30 2:08 PM UTC,2018-11-30,,Thryomanes bewickii,Bewick's Wren
19182800,Sat Dec 22 2018 10:11:53 GMT-0800 (PST),2018-12-22,2018-12-22 18:11:53 +0000,Callipepla gambelii,Gambel's Quail
19182808,Sat Dec 22 2018 10:51:35 GMT-0800 (PST),2018-12-22,2018-12-22 18:51:35 +0000,Aphelocoma californica,California Scrub-Jay
19183016,Sun Dec 23 2018 09:12:29 GMT-0800 (PST),2018-12-23,2018-12-23 17:12:29 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19185510,2018-12-23 12:02:45 PM PST,2018-12-23,2018-12-23 20:02:45 +0000,Lanius ludovicianus,Loggerhead Shrike
19203220,2011/09/03 6:13 AM EDT,2011-09-03,2011-09-03 10:13:00 +0000,Pheucticus melanocephalus,Black-headed Grosbeak
19262783,Sat Dec 24 2016 12:24:02 GMT-0800 (PST),2016-12-24,2016-12-24 20:24:02 +0000,Geococcyx californianus,Greater Roadrunner
19277627,2018/12/24 8:37 AM PST,2018-12-24,2018-12-24 16:37:00 +0000,Phainopepla nitens,Phainopepla
19277630,2018/12/24 8:42 AM PST,2018-12-24,2018-12-24 16:42:00 +0000,Auriparus flaviceps,Verdin
19277631,2018/12/24 8:44 AM PST,2018-12-24,2018-12-24 16:44:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
19277632,2018/12/24 9:07 AM PST,2018-12-24,2018-12-24 17:07:00 +0000,Amphispiza bilineata,Black-throated Sparrow
19277633,2018/12/25 9:57 AM PST,2018-12-25,2018-12-25 17:57:00 +0000,Toxostoma redivivum,California Thrasher
19277864,2018/12/25 11:18 AM PST,2018-12-25,2018-12-25 19:18:00 +0000,Callipepla gambelii,Gambel's Quail
19278474,Fri Dec 28 2018 14:06:41 GMT-0800 (PST),2018-12-28,2018-12-28 22:06:41 +0000,Aphelocoma californica,California Scrub-Jay
19367387,2019/01/01 3:43 PM PST,2019-01-01,2019-01-01 23:43:00 +0000,Calypte anna,Anna's Hummingbird
19386372,Sat Apr 21 2018 06:30:30 GMT-0600 (MDT),2018-04-21,2018-04-21 12:30:30 +0000,Campylorhynchus brunneicapillus,Cactus Wren
19392919,2018/10/05 10:55 AM PDT,2018-10-05,2018-10-05 17:55:00 +0000,Catherpes mexicanus,Canyon Wren
19392941,2018/10/05 11:01 AM PDT,2018-10-05,2018-10-05 18:01:00 +0000,Spinus psaltria,Lesser Goldfinch
19454219,2019/01/04 7:42 AM PST,2019-01-04,2019-01-04 15:42:00 +0000,Corvus corax,Common Raven
19454300,2019/01/04 7:51 AM PST,2019-01-04,2019-01-04 15:51:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
19454362,2019/01/04 7:57 AM PST,2019-01-04,2019-01-04 15:57:00 +0000,Phainopepla nitens,Phainopepla
19454440,2019/01/04 8:08 AM PST,2019-01-04,2019-01-04 16:08:00 +0000,Salpinctes obsoletus,Rock Wren
19454552,2019/01/04 8:20 AM PST,2019-01-04,2019-01-04 16:20:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
19454639,2019/01/04 8:39 AM PST,2019-01-04,2019-01-04 16:39:00 +0000,Callipepla gambelii,Gambel's Quail
19454744,2019/01/04 8:46 AM PST,2019-01-04,2019-01-04 16:46:00 +0000,Thryomanes bewickii,Bewick's Wren
19454773,2019/01/04 9:05 AM PST,2019-01-04,2019-01-04 17:05:00 +0000,Lanius ludovicianus,Loggerhead Shrike
19455069,2019/01/04 9:37 AM PST,2019-01-04,2019-01-04 17:37:00 +0000,Aphelocoma californica,California Scrub-Jay
19455469,2019/01/04 10:42 AM PST,2019-01-04,2019-01-04 18:42:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19455520,2019/01/04 11:14 AM PST,2019-01-04,2019-01-04 19:14:00 +0000,Calypte costae,Costa's Hummingbird
19460676,2018/11/20 3:21 PM UTC,2018-11-20,,Aphelocoma californica,California Scrub-Jay
19460698,2018/11/20 3:59 PM UTC,2018-11-20,,Zonotrichia leucophrys,White-crowned Sparrow
19460705,2018/11/20 4:26 PM UTC,2018-11-20,,Lanius ludovicianus,Loggerhead Shrike
19460730,2018/11/20 5:42 PM UTC,2018-11-20,,Dryobates scalaris,Ladder-backed Woodpecker
19460738,2018/11/20 5:44 PM UTC,2018-11-20,,Dryobates scalaris,Ladder-backed Woodpecker
19460749,2018/11/20 5:56 PM UTC,2018-11-20,,Junco hyemalis,Dark-eyed Junco
19503805,2018/12/30 3:29 PM PST,2018-12-30,2018-12-30 23:29:00 +0000,Phainopepla nitens,Phainopepla
19503819,2018/12/30 3:46 PM PST,2018-12-30,2018-12-30 23:46:00 +0000,Phainopepla nitens,Phainopepla
19503891,2018/12/31 11:57 AM PST,2018-12-31,2018-12-31 19:57:00 +0000,Junco hyemalis,Dark-eyed Junco
19564143,2005/01/14 08:13 AM EST,2005-01-14,2005-01-14 13:13:00 +0000,Phainopepla nitens,Phainopepla
19608506,2018/12/27 4:31 PM PST,2018-12-27,2018-12-28 00:31:00 +0000,Auriparus flaviceps,Verdin
19609085,2018/12/27 4:42 PM PST,2018-12-27,2018-12-28 00:42:00 +0000,Fulica americana,American Coot
19609087,2018/12/27 4:53 PM PST,2018-12-27,2018-12-28 00:53:00 +0000,Junco hyemalis,Dark-eyed Junco
19609092,2018/12/27 4:57 PM PST,2018-12-27,2018-12-28 00:57:00 +0000,Junco hyemalis,Dark-eyed Junco
19609095,2018/12/27 5:02 PM PST,2018-12-27,2018-12-28 01:02:00 +0000,Catharus guttatus,Hermit Thrush
19609415,2018/12/27 5:03 PM PST,2018-12-27,2018-12-28 01:03:00 +0000,Corvus corax,Common Raven
19609424,2018/12/27 5:15 PM PST,2018-12-27,2018-12-28 01:15:00 +0000,Corvus corax,Common Raven
19618901,2017/04/08 4:52 PM PDT,2017-04-08,2017-04-08 23:52:00 +0000,Auriparus flaviceps,Verdin
19686757,Sat Jan 12 2019 15:49:05 GMT-0600 (CST),2019-01-12,2019-01-12 21:49:05 +0000,Phainopepla nitens,Phainopepla
19806833,2019/01/08 4:35 PM PST,2019-01-08,2019-01-09 00:35:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
19806835,2019/01/08 4:36 PM PST,2019-01-08,2019-01-09 00:36:00 +0000,Calypte costae,Costa's Hummingbird
19806836,2019/01/08 4:35 PM PST,2019-01-08,2019-01-09 00:35:00 +0000,Calypte anna,Anna's Hummingbird
19806838,2019/01/08 4:27 PM PST,2019-01-08,2019-01-09 00:27:00 +0000,Polioptila caerulea,Blue-gray Gnatcatcher
19806839,2019/01/08 4:25 PM PST,2019-01-08,2019-01-09 00:25:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
19806845,2019/01/08 4:05 PM PST,2019-01-08,2019-01-09 00:05:00 +0000,Calypte anna,Anna's Hummingbird
19806848,2019/01/08 2:27 PM PST,2019-01-08,2019-01-08 22:27:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19806850,2019/01/08 2:29 PM PST,2019-01-08,2019-01-08 22:29:00 +0000,Phainopepla nitens,Phainopepla
19806853,2019/01/08 1:50 PM PST,2019-01-08,2019-01-08 21:50:00 +0000,Lanius ludovicianus,Loggerhead Shrike
19857146,2015/03/14 4:16 PM PDT,2015-03-14,2015-03-14 23:16:00 +0000,Salpinctes obsoletus,Rock Wren
19857379,2015/03/15 6:01 PM PDT,2015-03-15,2015-03-16 01:01:00 +0000,Sayornis saya,Say's Phoebe
19869252,2010/02/16 3:16 PM PST,2010-02-16,2010-02-16 23:16:00 +0000,Salpinctes obsoletus,Rock Wren
19893929,2018/12/28 10:34 AM PST,2018-12-28,2018-12-28 18:34:00 +0000,Aphelocoma californica,California Scrub-Jay
19893952,2018/12/28 10:45 AM PST,2018-12-28,2018-12-28 18:45:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19893954,2018/12/28 10:47 AM PST,2018-12-28,2018-12-28 18:47:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19893955,2018/12/28 10:47 AM PST,2018-12-28,2018-12-28 18:47:00 +0000,Amphispiza bilineata,Black-throated Sparrow
19893957,2018/12/28 10:50 AM PST,2018-12-28,2018-12-28 18:50:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19893973,2018/12/28 11:07 AM PST,2018-12-28,2018-12-28 19:07:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
19894032,2018/12/28 1:12 PM PST,2018-12-28,2018-12-28 21:12:00 +0000,Aphelocoma californica,California Scrub-Jay
19894042,2018/12/28 2:36 PM PST,2018-12-28,2018-12-28 22:36:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
19894043,2018/12/28 2:39 PM PST,2018-12-28,2018-12-28 22:39:00 +0000,Thryomanes bewickii,Bewick's Wren
19894044,2018/12/28 2:45 PM PST,2018-12-28,2018-12-28 22:45:00 +0000,Buteo jamaicensis,Red-tailed Hawk
19894046,2018/12/28 2:52 PM PST,2018-12-28,2018-12-28 22:52:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
19894047,2018/12/28 2:52 PM PST,2018-12-28,2018-12-28 22:52:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
19940851,Mon Jan 28 2019 14:36:44 GMT-0800 (PST),2019-01-28,2019-01-28 22:36:44 +0000,Geococcyx californianus,Greater Roadrunner
19965256,2018/12/29 10:42 AM PST,2018-12-29,2018-12-29 18:42:00 +0000,Corvus corax,Common Raven
19965290,2018/12/29 11:38 AM PST,2018-12-29,2018-12-29 19:38:00 +0000,Phainopepla nitens,Phainopepla
19965300,2018/12/29 11:51 AM PST,2018-12-29,2018-12-29 19:51:00 +0000,Phainopepla nitens,Phainopepla
19965306,2018/12/29 12:03 PM PST,2018-12-29,2018-12-29 20:03:00 +0000,Phainopepla nitens,Phainopepla
20252434,2015-03-13 12:37:50 PM PDT,2015-03-13,2015-03-13 19:37:50 +0000,Calypte costae,Costa's Hummingbird
20252450,2015-03-13 12:35:11 PM PDT,2015-03-13,2015-03-13 19:35:11 +0000,Phainopepla nitens,Phainopepla
20252472,2015-03-13 12:32:22 PM PDT,2015-03-13,2015-03-13 19:32:22 +0000,Lanius ludovicianus,Loggerhead Shrike
20263099,2019/01/31 3:16 PM PST,2019-01-31,2019-01-31 23:16:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
20266550,2019/02/02 11:44 AM MST,2019-02-02,2019-02-02 18:44:00 +0000,Phainopepla nitens,Phainopepla
20288153,Sat Sep 30 2017 16:31:49 GMT-0700 (PDT),2017-09-30,2017-09-30 23:31:49 +0000,Gymnorhinus cyanocephalus,Pinyon Jay
20288193,Sat Sep 30 2017 16:09:15 GMT-0700 (PDT),2017-09-30,2017-09-30 23:09:15 +0000,Amphispiza bilineata,Black-throated Sparrow
20377616,2019/02/15 11:03 AM MST,2019-02-15,2019-02-15 18:03:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
20404399,2019/02/16 3:04 PM MST,2019-02-16,2019-02-16 22:04:00 +0000,Falco sparverius,American Kestrel
20404404,2019/02/16 2:42 PM MST,2019-02-16,2019-02-16 21:42:00 +0000,Colaptes auratus,Northern Flicker
20435293,2019/02/01 9:20 AM PST,2019-02-01,2019-02-01 17:20:00 +0000,Salpinctes obsoletus,Rock Wren
20435717,2019/02/01 11:27 AM PST,2019-02-01,2019-02-01 19:27:00 +0000,Amphispiza bilineata,Black-throated Sparrow
20453103,Sat Feb 16 2019 15:39:59 GMT-0800 (PST),2019-02-16,2019-02-16 23:39:59 +0000,Aphelocoma californica,California Scrub-Jay
20500672,2019/02/19 12:08 PM PST,2019-02-19,2019-02-19 20:08:00 +0000,Phainopepla nitens,Phainopepla
20524784,2019-02-09,2019-02-09,,Pelecanus erythrorhynchos,American White Pelican
20746848,Sat Feb 23 2019 15:38:35 GMT-0800 (PST),2019-02-23,2019-02-23 23:38:35 +0000,Phainopepla nitens,Phainopepla
20747544,2019/02/23 8:26 AM PST,2019-02-23,2019-02-23 16:26:00 +0000,Mimus polyglottos,Northern Mockingbird
20747545,2019/02/23 8:28 AM PST,2019-02-23,2019-02-23 16:28:00 +0000,Mimus polyglottos,Northern Mockingbird
20747549,2019/02/23 8:28 AM PST,2019-02-23,2019-02-23 16:28:00 +0000,Aphelocoma californica,California Scrub-Jay
20747550,2019/02/23 8:29 AM PST,2019-02-23,2019-02-23 16:29:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
20747552,2019/02/23 8:31 AM PST,2019-02-23,2019-02-23 16:31:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
20747553,2019/02/23 8:32 AM PST,2019-02-23,2019-02-23 16:32:00 +0000,Aphelocoma californica,California Scrub-Jay
20747555,2019/02/23 10:32 AM PST,2019-02-23,2019-02-23 18:32:00 +0000,Aphelocoma californica,California Scrub-Jay
20747558,2019/02/23 1:32 PM PST,2019-02-23,2019-02-23 21:32:00 +0000,Mimus polyglottos,Northern Mockingbird
20747559,2019/02/23 1:34 PM PST,2019-02-23,2019-02-23 21:34:00 +0000,Mimus polyglottos,Northern Mockingbird
20747572,2019/02/23 3:57 PM PST,2019-02-23,2019-02-23 23:57:00 +0000,Toxostoma redivivum,California Thrasher
20747577,2019/02/23 4:38 PM PST,2019-02-23,2019-02-24 00:38:00 +0000,Aphelocoma californica,California Scrub-Jay
20747578,2019/02/23 4:47 PM PST,2019-02-23,2019-02-24 00:47:00 +0000,Streptopelia decaocto,Eurasian Collared-Dove
20747579,2019/02/23 5:06 PM PST,2019-02-23,2019-02-24 01:06:00 +0000,Mimus polyglottos,Northern Mockingbird
20747580,2019/02/24 9:05 AM PST,2019-02-24,2019-02-24 17:05:00 +0000,Streptopelia decaocto,Eurasian Collared-Dove
20747581,2019/02/24 9:06 AM PST,2019-02-24,2019-02-24 17:06:00 +0000,Zenaida macroura,Mourning Dove
20747582,2019/02/24 9:07 AM PST,2019-02-24,2019-02-24 17:07:00 +0000,Streptopelia decaocto,Eurasian Collared-Dove
20747583,2019/02/24 9:40 AM PST,2019-02-24,2019-02-24 17:40:00 +0000,Aphelocoma californica,California Scrub-Jay
20747584,2019/02/24 10:06 AM PST,2019-02-24,2019-02-24 18:06:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
20772850,Mon Feb 25 2019 11:15:01 GMT-0800 (PST),2019-02-25,2019-02-25 19:15:01 +0000,Corvus corax,Common Raven
20799895,2019/01/02 9:31 AM PST,2019-01-02,2019-01-02 17:31:00 +0000,Falco mexicanus,Prairie Falcon
20799994,2019/01/02 10:22 AM PST,2019-01-02,2019-01-02 18:22:00 +0000,Phainopepla nitens,Phainopepla
20812509,Tue Feb 26 2019 17:05:05 GMT-0800 (PST),2019-02-26,2019-02-27 01:05:05 +0000,Aphelocoma californica,California Scrub-Jay
20846623,2019/01/03 11:55 AM PST,2019-01-03,2019-01-03 19:55:00 +0000,Melanerpes formicivorus,Acorn Woodpecker
20846715,2019/01/03 12:47 PM PST,2019-01-03,2019-01-03 20:47:00 +0000,Buteo jamaicensis,Red-tailed Hawk
20866580,2019/02/24 10:18 AM PST,2019-02-24,2019-02-24 18:18:00 +0000,Calypte anna,Anna's Hummingbird
20866615,2019/02/24 10:49 AM PST,2019-02-24,2019-02-24 18:49:00 +0000,Corvus corax,Common Raven
20866798,2019/02/24 11:51 AM PST,2019-02-24,2019-02-24 19:51:00 +0000,Phainopepla nitens,Phainopepla
20866891,2019/02/24 12:34 PM PST,2019-02-24,2019-02-24 20:34:00 +0000,Cathartes aura,Turkey Vulture
20919418,2019/02/15 8:21 AM PST,2019-02-15,2019-02-15 16:21:00 +0000,Calypte anna,Anna's Hummingbird
20919684,2019/02/15 10:55 AM PST,2019-02-15,2019-02-15 18:55:00 +0000,Thryomanes bewickii,Bewick's Wren
20919991,2019/02/15 11:56 AM PST,2019-02-15,2019-02-15 19:56:00 +0000,Lanius ludovicianus,Loggerhead Shrike
20920099,2019/02/15 11:29 AM PST,2019-02-15,2019-02-15 19:29:00 +0000,Colaptes auratus,Northern Flicker
20920267,2019/02/15 3:36 PM PST,2019-02-15,2019-02-15 23:36:00 +0000,Colaptes auratus cafer,Northern Red-shafted Flicker
20920425,2019/02/15 4:02 PM PST,2019-02-15,2019-02-16 00:02:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
20920572,2019/02/15 4:04 PM PST,2019-02-15,2019-02-16 00:04:00 +0000,Turdus migratorius,American Robin
